node_id,lat,lon,hospital_name,hospital_capacity,hospital_specialties,hospital_emergency
295181914,42.5905967,-5.5633184,,0,,False
295181934,42.5913683,-5.5644329,,0,,False
295181936,42.591204,-5.5646239,,0,,False
295181938,42.5910827,-5.5712847,,0,,False
295181942,42.5901656,-5.5714521,,0,,False
295181946,42.5920166,-5.5656101,,0,,False
295181948,42.5911942,-5.5655723,,0,,False
295181950,42.590297,-5.5655327,,0,,False
295181953,42.5870503,-5.5654532,,0,,False
295181955,42.5870681,-5.5651002,,0,,False
295181959,42.5903029,-5.5653152,,0,,False
295181963,42.5911926,-5.5653462,,0,,False
295181966,42.5897952,-5.5655103,,0,,False
295181968,42.5897541,-5.5672273,,0,,False
295181974,42.5924647,-5.5721348,,0,,False
295181988,42.589866,-5.572636,,0,,False
295181991,42.5890621,-5.5728043,,0,,False
295182002,42.5872274,-5.5715183,,0,,False
295182007,42.5875412,-5.5716974,,0,,False
295182009,42.5876265,-5.5718153,,0,,False
295182011,42.5876738,-5.5724973,,0,,False
295182014,42.587692,-5.5727372,,0,,False
295182016,42.5878195,-5.5733457,,0,,False
295182019,42.5873611,-5.5719036,,0,,False
295182021,42.5873523,-5.571554,,0,,False
295182039,42.5901975,-5.5702126,,0,,False
295189267,42.609484,-5.5575818,,0,,False
295189272,42.6093298,-5.5576538,,0,,False
295189279,42.6092093,-5.5573056,,0,,False
295189282,42.609325,-5.5571943,,0,,False
295189299,42.6092332,-5.557248,,0,,False
295189302,42.6032314,-5.5661104,,0,,False
295189303,42.6032065,-5.5672208,,0,,False
295189324,42.6017589,-5.5665639,,0,,False
295189396,42.6094134,-5.5708898,,0,,False
295189399,42.6082695,-5.570866,,0,,False
295189446,42.6029854,-5.5701891,,0,,False
295189456,42.6028361,-5.5698989,,0,,False
295189457,42.6027208,-5.5702711,,0,,False
295189460,42.6025483,-5.5705855,,0,,False
295189462,42.6029554,-5.569974,,0,,False
295189463,42.6027499,-5.5703023,,0,,False
295189499,42.6016538,-5.566687,,0,,False
295189517,42.6096102,-5.5631636,,0,,False
295189518,42.6119592,-5.5607516,,0,,False
295189524,42.6117161,-5.5614049,,0,,False
295189546,42.6114016,-5.5675859,,0,,False
295189549,42.6041103,-5.5690957,,0,,False
295189552,42.6080163,-5.5682444,,0,,False
295189566,42.6046922,-5.5689771,,0,,False
295196642,42.5852519,-5.55384,,0,,False
295196645,42.5856038,-5.5553852,,0,,False
295196658,42.5850991,-5.5585697,,0,,False
295196665,42.5865786,-5.5549546,,0,,False
295196731,42.6205503,-5.5753337,,0,,False
295196735,42.6205988,-5.5756411,,0,,False
295196744,42.6205189,-5.5759304,,0,,False
295196751,42.6202164,-5.5761517,,0,,False
295196755,42.6199588,-5.5760526,,0,,False
295196762,42.6197884,-5.5756708,,0,,False
295196781,42.6201975,-5.5750451,,0,,False
